num_directions,num_traps,search_length,learning_length,time,num_squares,index,displacement
5,264,2146.7060659906233,15355.853175633381,1053,288,0,195.279502642778
5,264,2146.7060659906233,15355.853175633381,1053,288,1,195.279502642778
5,264,2146.7060659906233,15355.853175633381,1053,288,2,195.279502642778
5,264,2146.7060659906233,15355.853175633381,1053,288,3,195.279502642778
5,264,2146.7060659906233,15355.853175633381,1053,288,4,211.680404937517
5,264,2146.7060659906233,15355.853175633381,1053,288,5,234.756384428008
5,264,2146.7060659906233,15355.853175633381,1053,288,6,229.775272363463
5,264,2146.7060659906233,15355.853175633381,1053,288,7,385.211510737628
5,264,2146.7060659906233,15355.853175633381,1053,288,8,498.712891175701
5,264,2146.7060659906233,15355.853175633381,1053,288,9,538.759966500219
5,264,2146.7060659906233,15355.853175633381,1053,288,10,519.480550775964
5,264,2146.7060659906233,15355.853175633381,1053,288,11,518.720165002425
5,264,2146.7060659906233,15355.853175633381,1053,288,12,518.720165002425
5,264,2146.7060659906233,15355.853175633381,1053,288,13,391.377165015072
5,264,2146.7060659906233,15355.853175633381,1053,288,14,296.039728283126
5,264,2146.7060659906233,15355.853175633381,1053,288,15,322.702744942565
5,264,2146.7060659906233,15355.853175633381,1053,288,16,240.516419875391
5,264,2146.7060659906233,15355.853175633381,1053,288,17,356.163884721858
5,264,2146.7060659906233,15355.853175633381,1053,288,18,288.204171954019
5,264,2146.7060659906233,15355.853175633381,1053,288,19,250.044561879890
5,264,2146.7060659906233,15355.853175633381,1053,288,20,307.875297433567
5,264,2146.7060659906233,15355.853175633381,1053,288,21,379.127675232343
5,264,2146.7060659906233,15355.853175633381,1053,288,22,346.629908309425
5,264,2146.7060659906233,15355.853175633381,1053,288,23,346.629908309425
5,264,2146.7060659906233,15355.853175633381,1053,288,24,336.637635790635
5,264,2146.7060659906233,15355.853175633381,1053,288,25,378.872883207707
5,264,2146.7060659906233,15355.853175633381,1053,288,26,410.488138315485
5,264,2146.7060659906233,15355.853175633381,1053,288,27,481.859934155231
5,264,2146.7060659906233,15355.853175633381,1053,288,28,563.677425051828
5,264,2146.7060659906233,15355.853175633381,1053,288,29,511.801315638434
5,264,2146.7060659906233,15355.853175633381,1053,288,30,371.239000614041
5,264,2146.7060659906233,15355.853175633381,1053,288,31,498.706975223123
5,264,2146.7060659906233,15355.853175633381,1053,288,32,522.040734588717
5,264,2146.7060659906233,15355.853175633381,1053,288,33,522.040734588717
5,264,2146.7060659906233,15355.853175633381,1053,288,34,522.040734588717
5,264,2146.7060659906233,15355.853175633381,1053,288,35,522.040734588717
5,264,2146.7060659906233,15355.853175633381,1053,288,36,520.511301836734
5,264,2146.7060659906233,15355.853175633381,1053,288,37,489.152957936840
5,264,2146.7060659906233,15355.853175633381,1053,288,38,489.152957936840
5,264,2146.7060659906233,15355.853175633381,1053,288,39,482.027833364331
5,264,2146.7060659906233,15355.853175633381,1053,288,40,601.181389129496
5,264,2146.7060659906233,15355.853175633381,1053,288,41,605.697799340182
5,264,2146.7060659906233,15355.853175633381,1053,288,42,547.634388013509
5,264,2146.7060659906233,15355.853175633381,1053,288,43,513.343287377804
5,264,2146.7060659906233,15355.853175633381,1053,288,44,559.802581085542
5,264,2146.7060659906233,15355.853175633381,1053,288,45,524.063616027023
5,264,2146.7060659906233,15355.853175633381,1053,288,46,515.557724301697
5,264,2146.7060659906233,15355.853175633381,1053,288,47,552.629041193541
5,264,2146.7060659906233,15355.853175633381,1053,288,48,440.311142933547
5,264,2146.7060659906233,15355.853175633381,1053,288,49,513.361090992597
5,264,2146.7060659906233,15355.853175633381,1053,288,50,513.361090992597
5,264,2146.7060659906233,15355.853175633381,1053,288,51,444.339739146612
5,264,2146.7060659906233,15355.853175633381,1053,288,52,458.881006414342
5,264,2146.7060659906233,15355.853175633381,1053,288,53,452.931815484766
5,264,2146.7060659906233,15355.853175633381,1053,288,54,485.230740386602
5,264,2146.7060659906233,15355.853175633381,1053,288,55,518.938806046783
5,264,2146.7060659906233,15355.853175633381,1053,288,56,446.987476829636
5,264,2146.7060659906233,15355.853175633381,1053,288,57,395.980540612761
5,264,2146.7060659906233,15355.853175633381,1053,288,58,496.112741112216
5,264,2146.7060659906233,15355.853175633381,1053,288,59,521.240795854619
5,264,2146.7060659906233,15355.853175633381,1053,288,60,523.135980629372
5,264,2146.7060659906233,15355.853175633381,1053,288,61,476.734226215427
5,264,2146.7060659906233,15355.853175633381,1053,288,62,443.036535932089
5,264,2146.7060659906233,15355.853175633381,1053,288,63,363.826660848879
5,264,2146.7060659906233,15355.853175633381,1053,288,64,470.581759745584
5,264,2146.7060659906233,15355.853175633381,1053,288,65,522.029623479749
5,264,2146.7060659906233,15355.853175633381,1053,288,66,559.529480119013
5,264,2146.7060659906233,15355.853175633381,1053,288,67,559.529480119013
5,264,2146.7060659906233,15355.853175633381,1053,288,68,557.594868913090
5,264,2146.7060659906233,15355.853175633381,1053,288,69,428.209321703751
5,264,2146.7060659906233,15355.853175633381,1053,288,70,237.006024192085
5,264,2146.7060659906233,15355.853175633381,1053,288,71,369.761991076652
5,264,2146.7060659906233,15355.853175633381,1053,288,72,491.389589027700
5,264,2146.7060659906233,15355.853175633381,1053,288,73,595.358934237485
5,264,2146.7060659906233,15355.853175633381,1053,288,74,562.953394207574
5,264,2146.7060659906233,15355.853175633381,1053,288,75,668.652872183151
5,264,2146.7060659906233,15355.853175633381,1053,288,76,658.881192904297
5,264,2146.7060659906233,15355.853175633381,1053,288,77,613.796986338966
5,264,2146.7060659906233,15355.853175633381,1053,288,78,654.284539301141
5,264,2146.7060659906233,15355.853175633381,1053,288,79,744.680878314144
5,264,2146.7060659906233,15355.853175633381,1053,288,80,676.220080458746
5,264,2146.7060659906233,15355.853175633381,1053,288,81,697.564368644121
5,264,2146.7060659906233,15355.853175633381,1053,288,82,702.704913563866
5,264,2146.7060659906233,15355.853175633381,1053,288,83,687.455650348622
5,264,2146.7060659906233,15355.853175633381,1053,288,84,626.245240601723
5,264,2146.7060659906233,15355.853175633381,1053,288,85,722.476862078582
5,264,2146.7060659906233,15355.853175633381,1053,288,86,722.476862078582
5,264,2146.7060659906233,15355.853175633381,1053,288,87,719.724508832246
5,264,2146.7060659906233,15355.853175633381,1053,288,88,688.397736401964
5,264,2146.7060659906233,15355.853175633381,1053,288,89,735.751169523824
5,264,2146.7060659906233,15355.853175633381,1053,288,90,624.143558977742
5,264,2146.7060659906233,15355.853175633381,1053,288,91,614.229843474874
5,264,2146.7060659906233,15355.853175633381,1053,288,92,498.408210106485
5,264,2146.7060659906233,15355.853175633381,1053,288,93,539.277339445959
5,264,2146.7060659906233,15355.853175633381,1053,288,94,572.433097709749
5,264,2146.7060659906233,15355.853175633381,1053,288,95,690.175408777754
5,264,2146.7060659906233,15355.853175633381,1053,288,96,691.858951091396
5,264,2146.7060659906233,15355.853175633381,1053,288,97,700.361112103422
5,264,2146.7060659906233,15355.853175633381,1053,288,98,657.252758807793
5,264,2146.7060659906233,15355.853175633381,1053,288,99,543.128675554871
5,264,2146.7060659906233,15355.853175633381,1053,288,100,485.880703654701
5,264,2146.7060659906233,15355.853175633381,1053,288,101,437.823131572709
5,264,2146.7060659906233,15355.853175633381,1053,288,102,486.695162630539
5,264,2146.7060659906233,15355.853175633381,1053,288,103,486.695162630539
5,264,2146.7060659906233,15355.853175633381,1053,288,104,479.720824681428
5,264,2146.7060659906233,15355.853175633381,1053,288,105,493.710480269967
5,264,2146.7060659906233,15355.853175633381,1053,288,106,520.676378429184
5,264,2146.7060659906233,15355.853175633381,1053,288,107,510.849338059259
5,264,2146.7060659906233,15355.853175633381,1053,288,108,538.424105768679
5,264,2146.7060659906233,15355.853175633381,1053,288,109,486.718147679639
5,264,2146.7060659906233,15355.853175633381,1053,288,110,609.415412076015
5,264,2146.7060659906233,15355.853175633381,1053,288,111,692.422427651345
5,264,2146.7060659906233,15355.853175633381,1053,288,112,790.483539442126
5,264,2146.7060659906233,15355.853175633381,1053,288,113,805.051918923211
5,264,2146.7060659906233,15355.853175633381,1053,288,114,805.051918923211
5,264,2146.7060659906233,15355.853175633381,1053,288,115,810.850204980076
5,264,2146.7060659906233,15355.853175633381,1053,288,116,795.341898980202
5,264,2146.7060659906233,15355.853175633381,1053,288,117,769.598916274150
5,264,2146.7060659906233,15355.853175633381,1053,288,118,767.542269836290
10,315,3136.522440805092,15355.853175633381,1053,288,0,195.279502642778
10,315,3136.522440805092,15355.853175633381,1053,288,1,195.279502642778
10,315,3136.522440805092,15355.853175633381,1053,288,2,195.279502642778
10,315,3136.522440805092,15355.853175633381,1053,288,3,195.279502642778
10,315,3136.522440805092,15355.853175633381,1053,288,4,211.680404937517
10,315,3136.522440805092,15355.853175633381,1053,288,5,234.756384428008
10,315,3136.522440805092,15355.853175633381,1053,288,6,229.775272363463
10,315,3136.522440805092,15355.853175633381,1053,288,7,385.211510737628
10,315,3136.522440805092,15355.853175633381,1053,288,8,498.712891175701
10,315,3136.522440805092,15355.853175633381,1053,288,9,538.759966500219
10,315,3136.522440805092,15355.853175633381,1053,288,10,519.480550775964
10,315,3136.522440805092,15355.853175633381,1053,288,11,518.720165002425
10,315,3136.522440805092,15355.853175633381,1053,288,12,518.720165002425
10,315,3136.522440805092,15355.853175633381,1053,288,13,391.377165015072
10,315,3136.522440805092,15355.853175633381,1053,288,14,296.039728283126
10,315,3136.522440805092,15355.853175633381,1053,288,15,322.702744942565
10,315,3136.522440805092,15355.853175633381,1053,288,16,240.516419875391
10,315,3136.522440805092,15355.853175633381,1053,288,17,356.163884721858
10,315,3136.522440805092,15355.853175633381,1053,288,18,288.204171954019
10,315,3136.522440805092,15355.853175633381,1053,288,19,250.044561879890
10,315,3136.522440805092,15355.853175633381,1053,288,20,307.875297433567
10,315,3136.522440805092,15355.853175633381,1053,288,21,379.127675232343
10,315,3136.522440805092,15355.853175633381,1053,288,22,346.629908309425
10,315,3136.522440805092,15355.853175633381,1053,288,23,346.629908309425
10,315,3136.522440805092,15355.853175633381,1053,288,24,336.637635790635
10,315,3136.522440805092,15355.853175633381,1053,288,25,378.872883207707
10,315,3136.522440805092,15355.853175633381,1053,288,26,410.488138315485
10,315,3136.522440805092,15355.853175633381,1053,288,27,481.859934155231
10,315,3136.522440805092,15355.853175633381,1053,288,28,563.677425051828
10,315,3136.522440805092,15355.853175633381,1053,288,29,511.801315638434
10,315,3136.522440805092,15355.853175633381,1053,288,30,371.239000614041
10,315,3136.522440805092,15355.853175633381,1053,288,31,498.706975223123
10,315,3136.522440805092,15355.853175633381,1053,288,32,522.040734588717
10,315,3136.522440805092,15355.853175633381,1053,288,33,522.040734588717
10,315,3136.522440805092,15355.853175633381,1053,288,34,522.040734588717
10,315,3136.522440805092,15355.853175633381,1053,288,35,522.040734588717
10,315,3136.522440805092,15355.853175633381,1053,288,36,520.511301836734
10,315,3136.522440805092,15355.853175633381,1053,288,37,489.152957936840
10,315,3136.522440805092,15355.853175633381,1053,288,38,489.152957936840
10,315,3136.522440805092,15355.853175633381,1053,288,39,482.027833364331
10,315,3136.522440805092,15355.853175633381,1053,288,40,601.181389129496
10,315,3136.522440805092,15355.853175633381,1053,288,41,605.697799340182
10,315,3136.522440805092,15355.853175633381,1053,288,42,547.634388013509
10,315,3136.522440805092,15355.853175633381,1053,288,43,513.343287377804
10,315,3136.522440805092,15355.853175633381,1053,288,44,559.802581085542
10,315,3136.522440805092,15355.853175633381,1053,288,45,524.063616027023
10,315,3136.522440805092,15355.853175633381,1053,288,46,515.557724301697
10,315,3136.522440805092,15355.853175633381,1053,288,47,552.629041193541
10,315,3136.522440805092,15355.853175633381,1053,288,48,440.311142933547
10,315,3136.522440805092,15355.853175633381,1053,288,49,513.361090992597
10,315,3136.522440805092,15355.853175633381,1053,288,50,513.361090992597
10,315,3136.522440805092,15355.853175633381,1053,288,51,444.339739146612
10,315,3136.522440805092,15355.853175633381,1053,288,52,458.881006414342
10,315,3136.522440805092,15355.853175633381,1053,288,53,452.931815484766
10,315,3136.522440805092,15355.853175633381,1053,288,54,485.230740386602
10,315,3136.522440805092,15355.853175633381,1053,288,55,518.938806046783
10,315,3136.522440805092,15355.853175633381,1053,288,56,446.987476829636
10,315,3136.522440805092,15355.853175633381,1053,288,57,395.980540612761
10,315,3136.522440805092,15355.853175633381,1053,288,58,496.112741112216
10,315,3136.522440805092,15355.853175633381,1053,288,59,521.240795854619
10,315,3136.522440805092,15355.853175633381,1053,288,60,523.135980629372
10,315,3136.522440805092,15355.853175633381,1053,288,61,476.734226215427
10,315,3136.522440805092,15355.853175633381,1053,288,62,443.036535932089
10,315,3136.522440805092,15355.853175633381,1053,288,63,363.826660848879
10,315,3136.522440805092,15355.853175633381,1053,288,64,470.581759745584
10,315,3136.522440805092,15355.853175633381,1053,288,65,522.029623479749
10,315,3136.522440805092,15355.853175633381,1053,288,66,559.529480119013
10,315,3136.522440805092,15355.853175633381,1053,288,67,559.529480119013
10,315,3136.522440805092,15355.853175633381,1053,288,68,557.594868913090
10,315,3136.522440805092,15355.853175633381,1053,288,69,428.209321703751
10,315,3136.522440805092,15355.853175633381,1053,288,70,237.006024192085
10,315,3136.522440805092,15355.853175633381,1053,288,71,369.761991076652
10,315,3136.522440805092,15355.853175633381,1053,288,72,491.389589027700
10,315,3136.522440805092,15355.853175633381,1053,288,73,595.358934237485
10,315,3136.522440805092,15355.853175633381,1053,288,74,562.953394207574
10,315,3136.522440805092,15355.853175633381,1053,288,75,668.652872183151
10,315,3136.522440805092,15355.853175633381,1053,288,76,658.881192904297
10,315,3136.522440805092,15355.853175633381,1053,288,77,613.796986338966
10,315,3136.522440805092,15355.853175633381,1053,288,78,654.284539301141
10,315,3136.522440805092,15355.853175633381,1053,288,79,744.680878314144
10,315,3136.522440805092,15355.853175633381,1053,288,80,676.220080458746
10,315,3136.522440805092,15355.853175633381,1053,288,81,697.564368644121
10,315,3136.522440805092,15355.853175633381,1053,288,82,702.704913563866
10,315,3136.522440805092,15355.853175633381,1053,288,83,687.455650348622
10,315,3136.522440805092,15355.853175633381,1053,288,84,626.245240601723
10,315,3136.522440805092,15355.853175633381,1053,288,85,722.476862078582
10,315,3136.522440805092,15355.853175633381,1053,288,86,722.476862078582
10,315,3136.522440805092,15355.853175633381,1053,288,87,719.724508832246
10,315,3136.522440805092,15355.853175633381,1053,288,88,688.397736401964
10,315,3136.522440805092,15355.853175633381,1053,288,89,735.751169523824
10,315,3136.522440805092,15355.853175633381,1053,288,90,624.143558977742
10,315,3136.522440805092,15355.853175633381,1053,288,91,614.229843474874
10,315,3136.522440805092,15355.853175633381,1053,288,92,498.408210106485
10,315,3136.522440805092,15355.853175633381,1053,288,93,539.277339445959
10,315,3136.522440805092,15355.853175633381,1053,288,94,572.433097709749
10,315,3136.522440805092,15355.853175633381,1053,288,95,690.175408777754
10,315,3136.522440805092,15355.853175633381,1053,288,96,691.858951091396
10,315,3136.522440805092,15355.853175633381,1053,288,97,700.361112103422
10,315,3136.522440805092,15355.853175633381,1053,288,98,657.252758807793
10,315,3136.522440805092,15355.853175633381,1053,288,99,543.128675554871
10,315,3136.522440805092,15355.853175633381,1053,288,100,485.880703654701
10,315,3136.522440805092,15355.853175633381,1053,288,101,437.823131572709
10,315,3136.522440805092,15355.853175633381,1053,288,102,486.695162630539
10,315,3136.522440805092,15355.853175633381,1053,288,103,486.695162630539
10,315,3136.522440805092,15355.853175633381,1053,288,104,479.720824681428
10,315,3136.522440805092,15355.853175633381,1053,288,105,493.710480269967
10,315,3136.522440805092,15355.853175633381,1053,288,106,520.676378429184
10,315,3136.522440805092,15355.853175633381,1053,288,107,510.849338059259
10,315,3136.522440805092,15355.853175633381,1053,288,108,538.424105768679
10,315,3136.522440805092,15355.853175633381,1053,288,109,486.718147679639
10,315,3136.522440805092,15355.853175633381,1053,288,110,609.415412076015
10,315,3136.522440805092,15355.853175633381,1053,288,111,692.422427651345
10,315,3136.522440805092,15355.853175633381,1053,288,112,790.483539442126
10,315,3136.522440805092,15355.853175633381,1053,288,113,805.051918923211
10,315,3136.522440805092,15355.853175633381,1053,288,114,805.051918923211
10,315,3136.522440805092,15355.853175633381,1053,288,115,810.850204980076
10,315,3136.522440805092,15355.853175633381,1053,288,116,795.341898980202
10,315,3136.522440805092,15355.853175633381,1053,288,117,769.598916274150
10,315,3136.522440805092,15355.853175633381,1053,288,118,767.542269836290
15,544,4866.979017201044,15355.853175633381,1053,288,0,195.279502642778
15,544,4866.979017201044,15355.853175633381,1053,288,1,195.279502642778
15,544,4866.979017201044,15355.853175633381,1053,288,2,195.279502642778
15,544,4866.979017201044,15355.853175633381,1053,288,3,195.279502642778
15,544,4866.979017201044,15355.853175633381,1053,288,4,211.680404937517
15,544,4866.979017201044,15355.853175633381,1053,288,5,234.756384428008
15,544,4866.979017201044,15355.853175633381,1053,288,6,229.775272363463
15,544,4866.979017201044,15355.853175633381,1053,288,7,385.211510737628
15,544,4866.979017201044,15355.853175633381,1053,288,8,498.712891175701
15,544,4866.979017201044,15355.853175633381,1053,288,9,538.759966500219
15,544,4866.979017201044,15355.853175633381,1053,288,10,519.480550775964
15,544,4866.979017201044,15355.853175633381,1053,288,11,518.720165002425
15,544,4866.979017201044,15355.853175633381,1053,288,12,518.720165002425
15,544,4866.979017201044,15355.853175633381,1053,288,13,391.377165015072
15,544,4866.979017201044,15355.853175633381,1053,288,14,296.039728283126
15,544,4866.979017201044,15355.853175633381,1053,288,15,322.702744942565
15,544,4866.979017201044,15355.853175633381,1053,288,16,240.516419875391
15,544,4866.979017201044,15355.853175633381,1053,288,17,356.163884721858
15,544,4866.979017201044,15355.853175633381,1053,288,18,288.204171954019
15,544,4866.979017201044,15355.853175633381,1053,288,19,250.044561879890
15,544,4866.979017201044,15355.853175633381,1053,288,20,307.875297433567
15,544,4866.979017201044,15355.853175633381,1053,288,21,379.127675232343
15,544,4866.979017201044,15355.853175633381,1053,288,22,346.629908309425
15,544,4866.979017201044,15355.853175633381,1053,288,23,346.629908309425
15,544,4866.979017201044,15355.853175633381,1053,288,24,336.637635790635
15,544,4866.979017201044,15355.853175633381,1053,288,25,378.872883207707
15,544,4866.979017201044,15355.853175633381,1053,288,26,410.488138315485
15,544,4866.979017201044,15355.853175633381,1053,288,27,481.859934155231
15,544,4866.979017201044,15355.853175633381,1053,288,28,563.677425051828
15,544,4866.979017201044,15355.853175633381,1053,288,29,511.801315638434
15,544,4866.979017201044,15355.853175633381,1053,288,30,371.239000614041
15,544,4866.979017201044,15355.853175633381,1053,288,31,498.706975223123
15,544,4866.979017201044,15355.853175633381,1053,288,32,522.040734588717
15,544,4866.979017201044,15355.853175633381,1053,288,33,522.040734588717
15,544,4866.979017201044,15355.853175633381,1053,288,34,522.040734588717
15,544,4866.979017201044,15355.853175633381,1053,288,35,522.040734588717
15,544,4866.979017201044,15355.853175633381,1053,288,36,520.511301836734
15,544,4866.979017201044,15355.853175633381,1053,288,37,489.152957936840
15,544,4866.979017201044,15355.853175633381,1053,288,38,489.152957936840
15,544,4866.979017201044,15355.853175633381,1053,288,39,482.027833364331
15,544,4866.979017201044,15355.853175633381,1053,288,40,601.181389129496
15,544,4866.979017201044,15355.853175633381,1053,288,41,605.697799340182
15,544,4866.979017201044,15355.853175633381,1053,288,42,547.634388013509
15,544,4866.979017201044,15355.853175633381,1053,288,43,513.343287377804
15,544,4866.979017201044,15355.853175633381,1053,288,44,559.802581085542
15,544,4866.979017201044,15355.853175633381,1053,288,45,524.063616027023
15,544,4866.979017201044,15355.853175633381,1053,288,46,515.557724301697
15,544,4866.979017201044,15355.853175633381,1053,288,47,552.629041193541
15,544,4866.979017201044,15355.853175633381,1053,288,48,440.311142933547
15,544,4866.979017201044,15355.853175633381,1053,288,49,513.361090992597
15,544,4866.979017201044,15355.853175633381,1053,288,50,513.361090992597
15,544,4866.979017201044,15355.853175633381,1053,288,51,444.339739146612
15,544,4866.979017201044,15355.853175633381,1053,288,52,458.881006414342
15,544,4866.979017201044,15355.853175633381,1053,288,53,452.931815484766
15,544,4866.979017201044,15355.853175633381,1053,288,54,485.230740386602
15,544,4866.979017201044,15355.853175633381,1053,288,55,518.938806046783
15,544,4866.979017201044,15355.853175633381,1053,288,56,446.987476829636
15,544,4866.979017201044,15355.853175633381,1053,288,57,395.980540612761
15,544,4866.979017201044,15355.853175633381,1053,288,58,496.112741112216
15,544,4866.979017201044,15355.853175633381,1053,288,59,521.240795854619
15,544,4866.979017201044,15355.853175633381,1053,288,60,523.135980629372
15,544,4866.979017201044,15355.853175633381,1053,288,61,476.734226215427
15,544,4866.979017201044,15355.853175633381,1053,288,62,443.036535932089
15,544,4866.979017201044,15355.853175633381,1053,288,63,363.826660848879
15,544,4866.979017201044,15355.853175633381,1053,288,64,470.581759745584
15,544,4866.979017201044,15355.853175633381,1053,288,65,522.029623479749
15,544,4866.979017201044,15355.853175633381,1053,288,66,559.529480119013
15,544,4866.979017201044,15355.853175633381,1053,288,67,559.529480119013
15,544,4866.979017201044,15355.853175633381,1053,288,68,557.594868913090
15,544,4866.979017201044,15355.853175633381,1053,288,69,428.209321703751
15,544,4866.979017201044,15355.853175633381,1053,288,70,237.006024192085
15,544,4866.979017201044,15355.853175633381,1053,288,71,369.761991076652
15,544,4866.979017201044,15355.853175633381,1053,288,72,491.389589027700
15,544,4866.979017201044,15355.853175633381,1053,288,73,595.358934237485
15,544,4866.979017201044,15355.853175633381,1053,288,74,562.953394207574
15,544,4866.979017201044,15355.853175633381,1053,288,75,668.652872183151
15,544,4866.979017201044,15355.853175633381,1053,288,76,658.881192904297
15,544,4866.979017201044,15355.853175633381,1053,288,77,613.796986338966
15,544,4866.979017201044,15355.853175633381,1053,288,78,654.284539301141
15,544,4866.979017201044,15355.853175633381,1053,288,79,744.680878314144
15,544,4866.979017201044,15355.853175633381,1053,288,80,676.220080458746
15,544,4866.979017201044,15355.853175633381,1053,288,81,697.564368644121
15,544,4866.979017201044,15355.853175633381,1053,288,82,702.704913563866
15,544,4866.979017201044,15355.853175633381,1053,288,83,687.455650348622
15,544,4866.979017201044,15355.853175633381,1053,288,84,626.245240601723
15,544,4866.979017201044,15355.853175633381,1053,288,85,722.476862078582
15,544,4866.979017201044,15355.853175633381,1053,288,86,722.476862078582
15,544,4866.979017201044,15355.853175633381,1053,288,87,719.724508832246
15,544,4866.979017201044,15355.853175633381,1053,288,88,688.397736401964
15,544,4866.979017201044,15355.853175633381,1053,288,89,735.751169523824
15,544,4866.979017201044,15355.853175633381,1053,288,90,624.143558977742
15,544,4866.979017201044,15355.853175633381,1053,288,91,614.229843474874
15,544,4866.979017201044,15355.853175633381,1053,288,92,498.408210106485
15,544,4866.979017201044,15355.853175633381,1053,288,93,539.277339445959
15,544,4866.979017201044,15355.853175633381,1053,288,94,572.433097709749
15,544,4866.979017201044,15355.853175633381,1053,288,95,690.175408777754
15,544,4866.979017201044,15355.853175633381,1053,288,96,691.858951091396
15,544,4866.979017201044,15355.853175633381,1053,288,97,700.361112103422
15,544,4866.979017201044,15355.853175633381,1053,288,98,657.252758807793
15,544,4866.979017201044,15355.853175633381,1053,288,99,543.128675554871
15,544,4866.979017201044,15355.853175633381,1053,288,100,485.880703654701
15,544,4866.979017201044,15355.853175633381,1053,288,101,437.823131572709
15,544,4866.979017201044,15355.853175633381,1053,288,102,486.695162630539
15,544,4866.979017201044,15355.853175633381,1053,288,103,486.695162630539
15,544,4866.979017201044,15355.853175633381,1053,288,104,479.720824681428
15,544,4866.979017201044,15355.853175633381,1053,288,105,493.710480269967
15,544,4866.979017201044,15355.853175633381,1053,288,106,520.676378429184
15,544,4866.979017201044,15355.853175633381,1053,288,107,510.849338059259
15,544,4866.979017201044,15355.853175633381,1053,288,108,538.424105768679
15,544,4866.979017201044,15355.853175633381,1053,288,109,486.718147679639
15,544,4866.979017201044,15355.853175633381,1053,288,110,609.415412076015
15,544,4866.979017201044,15355.853175633381,1053,288,111,692.422427651345
15,544,4866.979017201044,15355.853175633381,1053,288,112,790.483539442126
15,544,4866.979017201044,15355.853175633381,1053,288,113,805.051918923211
15,544,4866.979017201044,15355.853175633381,1053,288,114,805.051918923211
15,544,4866.979017201044,15355.853175633381,1053,288,115,810.850204980076
15,544,4866.979017201044,15355.853175633381,1053,288,116,795.341898980202
15,544,4866.979017201044,15355.853175633381,1053,288,117,769.598916274150
15,544,4866.979017201044,15355.853175633381,1053,288,118,767.542269836290
